AmountSaved,Úspora
ScotApp_1532,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1786,Účtování igelitových tašek
ScotApp_1094,Vytisknout podpisy
ScotApp_1113,%s @ %s/%s\t%s
ScotApp_1798,Režim Pouze hotovost
ScotApp_1322,Chyba čidla kupónu\nSelhání komunikace.
ScotApp_1078,Zvolte nastavení podle očekávané hmotnosti. (Zákazník musí položit zboží na pás.)
ScotApp_1334,  Zboží není na pásu
ScotApp_1785,Neplatné přihlášení. Přihlaste se znovu pomocí klávesnice nebo otisku prstů.
ScotApp_1046,Odneste %s na přepážku pokladníka.
ScotApp_1696,Problém napraven
ScotApp_1112,%s @ %s %s/%s\t%s
ScotApp_1158,Chyba PINové klávesnice nebo el. platby
ScotApp_1065,1065unused
ScotApp_1321,Ukončete placení poukázkou. K úhradě.
ScotApp_764,764unused
ScotApp_1530,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1784,ZBOŽÍ VE VÍCEDÍLNÉM BALENÍ
ScotApp_1070,1070unused
ScotApp_49,49unused
ScotApp_1111,  Množ. %s po %s/%s\t%s
ScotApp_753,"Včera, po hodinách"
ScotApp_653,"Zadejte hodnotu kupónu v haléřích a stiskněte ""Potvrdit""."
ScotApp_453,Stav přijímače mincí: plný
ScotApp_353,Zpět
ScotApp_253,253unused
ScotApp_153,153unused
ScotApp_1320,Zahajte placení poukázkou.
ScotApp_953,"Restartujte terminál:\n\n* Otočte klíčkem vedoucího do polohy ""S"" nebo stiskněte tlačítko vedoucího.\n* Vyberte ""Provést operaci PŘIDAT při příštím spuštění"". Zvolte ""Ano"" pro potvrzení.\n* Zvolte ""Vypnout celý systém"".\n* Jakmile z obrazovky zmizí obraz, vypněte terminál ze zásuvky nebo zdroje.\n* Zapněte terminál. Zkontrolujte prohlížeč událostí. Pokud se chyba opakuje, zavolejte servis."
ScotApp_853,Čtyři kusy
ScotApp_1845,Paragon
ScotApp_1537,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_732,732unused
ScotApp_632,632unused
ScotApp_532,Zboží s omezeným prodejem
ScotApp_432,Platba ze soc.karty
ScotApp_332,Ukončování asistenčního režimu.
ScotApp_232,"* Vyjměte přijímač bankovek a kazetu.\n* Není zaseknutá bankovka v kazetě?\n* Otevřete horní dvířka přijímače a zkontrolujte, zda neuvidíte zaseknutou bankovku.\n* Důkladně zavřete dvířka.\n* Vraťte přijímač a kazetu na místo."
ScotApp_132,132unused
ScotApp_1110,  Množ. %s po %s/ks\t%s
ScotApp_1242,DEBETNÍ
ScotApp_1285,Populární
ScotApp_932,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;
ScotApp_832,832unused
ScotApp_1327,"Stiskněte požadovaný typ sestavy a pak tlačítko ""Vygenerovat sestavu""."
ScotApp_711,711unused
ScotApp_611,Zvolte požadovanou funkci.
ScotApp_511,Porovnejte podpis zákazníka s podpisem na kartě.
ScotApp_411,Odeberte věrnostní kartu
ScotApp_311,kontejner je prázdný
ScotApp_111,Vynulovat váhu
ScotApp_1789,KUPÓN
ScotApp_1536,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_911,Smazat alarm
ScotApp_811,Načtěte dárkovou kartu. Nezůstalo zboží v košíku?
ScotApp_1628,Chyba procesoru
ScotApp_1523,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1349,%s\n %s\n%s %s očekáváno\n%s %s zjištěno
ScotApp_1892,Bezpečnostní analýza
ScotApp_1279,ŠEK
ScotApp_1535,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1057,1057unused
ScotApp_1441,Obrat mincí
ScotApp_1313,* Není v tiskárně zaseknutý papír?\n* Natáhněte papír znovu.\n* Náležitě vypněte a restartujte terminál.
ScotApp_1681,Chyba recyklátoru bankovek
ScotApp_1069,1069unused
ScotApp_1325,Položte zboží na váhu.
ScotApp_1278,DEFINOVÁNO UŽIVATELEM 20
ScotApp_1103,Předcházející
ScotApp_1534,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1056,1056unused
ScotApp_1312,"* Vytáhněte kazetu na bankovky.\n* Otevřete a vyjměte bankovky.\n* Zavřete a vložte do přijímače.\n* Zkontrolujte, zda se motor přijímače rozeběhne a zelená LED svítí."
ScotApp_1265,DEFINOVÁNO UŽIVATELEM 7
ScotApp_1850,"Zařízení, kde došlo k chybě"
ScotApp_1213,NEZNÁMO
ScotApp_1521,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_139,Odeberte paragon
ScotApp_1043,"Chcete-li přijmout: %s od zákazníka, použijte asistenční režim."
ScotApp_1401,Probíhá asistence.\n\nPočkejte prosím...
UnknownItemMessage,Obsluha je na cestě.\n\nOdložte zboží stranou a pokračujte.
TimeRestrictedItemMessage,Nemůžete toto zboží zakoupit nyní. \n\nOdložte položku zboží stranou a pokračujte.
ItemQuantityExceededMessage,"Překročili jste množství, teré je u tohoto zboží povoleno.\n\nOdložte zboží stranou a pokračujte."
WeightMismatch,"Kontrola hmotnosti zboží.\n\nČekejte, prosím..."
ItemQuantityExceeded,Limit množství Překročen
WaitForRemoteAssistanceTitle,Vzdálená obsluha
ScotApp_489,Děkujeme za použití systému NCR SelfServ Checkout.
ScotApp_273,Zatím nenačítejte.\nOdložte zboží stranou.
ScotApp_431,Neplatná věrnostní karta. Prosím zkontrolujte.
ScotApp_410,"Nutná asistence, důvod:"
ScotApp_1739,"Vyčkejte prosím na obsluhu.\nSystém nemohl tašky zkontrolovat.\nPokud jste do taškové zóny náhodou položili něco jiného než tašky, předmět prosím odstraňte."
ScotApp_73,Návrat do nákupního režimu
ScotApp_772,Uživatel si vyžádal pozastavení aktuální transakce.\nPotvrďte tento požadavek nebo jej zrušte.
ScotApp_530,Chyba čtení karty.\nPoužijte jinou kartu.\n   -nebo-\nZaplaťte v hotovosti.\n   -nebo-\nZavolejte pomoc.
ScotApp_524,Byl zadán nesprávný PIN.\nZadejte PIN na platebním terminálu znovu.
ScotApp_397,"V asistenčním režimu prodejte platné zboží.\nOstatní, neprodejné zboží odeberte."
ScotApp_171,"""%s""\n\nJe %d správně?"
ScotApp_1374,\n---------------------------------------\n
ScotApp_1646,Transakce pozastavena. Dejte všechno zboží stranou.
ScotApp_495,"Překročili jste množství, které je u tohoto zboží povoleno.\n\nOdložte zboží stranou a pokračujte."
ScotApp_529,Odeberte kartu a...\nVložte jinou kartu.\n   -nebo-\nZaplaťte v hotovosti.\n   -nebo-\nZavolejte pomoc.
ScotApp_275,Zatím nevkládejte kartu.\nOdeberte kartu.
ScotApp_1891,Probíhá ověřování systému. \nPočkejte prosím...
ScotApp_1750,"Počkejte prosím, než bude otisk prstů zkontrolován."
ScotApp_169,Chcete pokračovat v nákupu?
ScotApp_415,Odeberte věrnostní kartu.\nKarta byla vložena dříve.
ScotApp_1793,Toto zařízení přijímá momentálně pouze kreditní a debetní karty.\nChcete pokračovat?
ScotApp_477,Odevzdejte kupóny.\nJakmile se vytiskne paragon:\n-- Odeberte zboží.\n-- Vezměte paragon a kupóny k přepážce pokladníka.
ScotApp_177,Celý nákup byl zrušen. Dejte všechno zboží stranou.
ScotApp_656,Odložte: <%s> stranou.\nProdavač vám pomůže.
ScotApp_1709,Zatím nevkládejte peníze.\nOdeberte prosím vrácené peníze.\nBankovky jsou pod čtečkou.
ScotApp_435,"Vyberte typ stravenky/potravinové poukázky.\nPokud hodláte použít poukázky na stravu z odboru sociální péče, použijte je jako první."
ScotApp_808,Zboží s visačkami vezměte k obsluze a požádejte o odstranění.
ScotApp_294,"Potřebujete pomoc obsluhy? Stiskněte tlačítko ""Požádat o pomoc""."
ScotApp_1287,Počkejte prosím...\nKontrola hmotnosti zboží.
ScotApp_525,Byl zadán nesprávný PIN.\nOdeberte kartu a...\nZkuste jinou kartu\n   -nebo-\nZaplaťte v hotovosti
ScotApp_480,"Stiskněte prosím tlačítko ""OK"" a odneste doklad a zboží pokladníkovi."
ScotApp_1751,Překročena maximální hmotnost.\nOdeberte zboží z váhy tašek.
ScotApp_175,"Chcete \n""%s""\n odebrat z paragonu?"
ScotApp_1746,Server pro otisky prstů není k dispozici.\nOpakujte akci.
ScotApp_1839,Vyčkejte prosím na pokladníka.\nZatím nenačítejte. Odložte zboží stranou.
ScotApp_501,Podepište paragon a počkejte na schválení obsluhou.
ScotApp_414,Odeberte věrnostní kartu.\nSlevy nelze uplatnit na aktuální nákup. Bude zasláno poštou.
ScotApp_563,Při inicializaci aplikace Hard Totals došlo k chybě.\nAplikace bude ukončena.
ScotApp_263,"Nelze stornovat zboží, dokud není stornován jeho kupón.\nStornujte nejprve kupón."
ScotApp_800,"Zkontrolujte si prosím košík.\n\nNačtěte další zboží nebo\npřejděte k placení tlačítkem ""OK""."
ScotApp_134,Ověřování...\nPočkejte prosím.
ScotApp_620,Zadat toleranci
ScotApp_161,"%s\nZadejte množství na klávesnici a stiskněte tlačítko ""OK""."
ScotApp_440,Celková hodnota poukázek nestačí k zaplacení nákupu.\nChcete k zaplacení použít zbývající peníze na sociální kartě - %s? !!!
ScotApp_184,%s bude odečteno z vašeho účtu.
ScotApp_274,Zatím nevkládejte peníze.\nOdeberte hotovost.
ScotApp_1744,Přístroj nerozeznal váš otisk prstů.\nOpakujte akci.
ScotApp_160,Zboží bylo staženo.\nObsluha je na cestě.\nDejte zboží stranou a pokračujte v nákupu.
ScotApp_1795,"Nebo omezit na ""Pouze karty""."
ScotApp_159,Cena zboží není známa.\nObsluha je na cestě.\nDejte zboží stranou a pokračujte v nákupu.
ScotApp_458,Vyberte typ stravenky/potravinové poukázky.\nSociální poukázky na stravu nelze pro tento nákup použít.
ScotApp_1329,Počkejte prosím...\nKontrola hmotnosti zboží.\nV taškách je dvojnásobek načtené hmotnosti.
ScotApp_407,Chyba při čtení karty.\n*  Zkuste jinou kartu\n   -nebo-\n*  Zavolejte pomoc
ScotApp_706,"Hodnota soc.poukázek na stravu nestačí k zaplacení celého nákupu.\nStiskněte tlačítko ""OK"", chcete-li použít jiný způsob placení."
ScotApp_606,Odstranit váhové položky
ScotApp_906,Odeberte prosím zboží.
ScotApp_705,"Hotovost na sociální kartě nestačí k zaplacení celého nákupu.\nStiskněte tlačítko ""OK"", chcete-li použít jiný způsob placení."
ScotApp_605,Přidat váhovou položku
ScotApp_405,Chyba při čtení karty.\n*  Zkuste jinou kartu\n   -nebo-\n*  Zaplaťte v hotovosti\n  -nebo-\n*  Zavolejte pomoc
ScotApp_491,Odeberte prosím kartu.
ScotApp_818,"Vyčkejte prosím na pokladníka.\nNutná asistence, důvod:"
ScotApp_1796,"Nebo omezit na ""Pouze hotovost""."
ScotApp_438,Hodnota sociální poukázky nestačí k zaplacení nákupu.\nChcete k zaplacení použít zbývající hodnotu sociálních poukázek - %s? !!!
ScotApp_1596,"Chcete na svou kartu: %s uložit, že nejraději mluvíte jazykem: %s?\nZvolte ""Ano"" nebo ""Ne""."
ScotApp_766,%s bude odečteno z vašeho účtu.
ScotApp_166,Obsluha je na cestě.\nPokračujte v nákupu.
ScotApp_413,Odeberte věrnostní kartu.\nPlatí zlevněné ceny.
ScotApp_1797,"Nápravné opatření neodstranilo chybu.\nOpakujte pokus nebo proveďte omezení na ""Pouze hotovost""."
ScotApp_178,Vyčkejte na schválení obsluhou.\nNutné schválení:
ScotApp_790,Karta byla odmítnuta.\nZvolte prosím jiný způsob placení.
ScotApp_1794,Toto zařízení přijímá momentálně pouze hotovost. \nKreditní ani debetní karty nebudou zpracovány.\nChcete pokračovat?
ScotApp_412,S tímto zbožím objem nákupu převýší %s.\nZaplaťte prosím stávající nákup a potom zvlášť zbylé zboží.
ScotApp_546,Na zakoupení tohoto zboží nemáte dostatečný věk.\nDejte zboží stranou a pokračujte v nákupu.
ScotApp_553,Kupóny jsou přijímány na konci nákupu.\nOdložte je stranou a pokračujte.
ScotApp_211,Zpracování...\nPočkejte prosím.
ScotApp_1400,Vzdálená obsluha
ScotApp_1754,Písmena neodpovídají zboží.\nOpakujte akci.
ScotApp_1859,"Zakoupit celé balení zboží: %s? Zvolte ""Ano"" nebo ""Ne""."
ScotApp_533,Zboží v současnosti nelze zakoupit.\nDejte je stranou a pokračujte v nákupu.
ScotApp_1763,e=d=%5.3fkg Max %5.3f kg min %3.1f kg Max.počet %4.0f
ScotApp_1762,e=d=%4.2flb Max %4.2f lb min %3.1f lb Max.počet %4.0f
ScotApp_1764,e = d = %4.2f lb Max %4.2f lb Min %3.1f lb Max.počet %4.0f
ScotApp_1765,e = d = %5.3f kg Max %5.3f kg Min %3.1f kg Max.počet %4.0f
ScotApp_305,Vyberte krabičku na: %s
ScotApp_703,"Použijte PINovou klávesnici. Chcete-li platbu zrušit, stiskněte ""Cancel"" na PINové klávesnici."
ScotApp_125,"Zadejte datum narození zákazníka %s a stiskněte ""Schválit"""
ScotApp_1853,"Zadejte datum narození zákazníka %s a stiskněte ""Potvrdit"". "
ScotApp_654,Datum musí být ve formátu: %s.Zadaná hodnota: %s
ScotApp_560,Tento systém nepřijímá kupóny.
ScotApp_1788,Is %d - správně? \n\nK celkové ceně budou připočteny igelitové tašky v hodnotě %s.
ScotApp_1358,Částka %s z dárkové karty byla odečtena z nákupu.\n\nZůstatek na dárkové kartě: %s.
ScotApp_167,Kupón neodpovídá žádnému zakoupenému zboží.\n\nTento kupón nelze akceptovat.
ScotApp_164,"Systém nezná kód tohoto zboží.\n\nZkontrolujte, zda bylo zadáno správné číslo."
ScotApp_547,Nesprávný kód obsluhy a heslo.\n\nOpakujte akci.
ScotApp_442,%s z nákupu lze uhradit sociálními poukázkami na stravu.\n\n%s
ScotApp_443,%s bude strženo z vašeho účtu.\n\nSouhlasíte?
ScotApp_700,Zboží nelze prodat u této pokladny.\nObsluha je na cestě.\n\nDejte zboží stranou a pokračujte v nákupu.
ScotApp_165,Systém nezná toto zboží.\nObsluha je na cestě.\n\nDejte zboží stranou a pokračujte v nákupu.
ScotApp_182,"Částka, kterou jste zadali za tento kupón, je příliš vysoká.\n\nTento systém nemůže daný kupón přijmout."
ScotApp_733,Karta odmítnuta.\nPoužijte jinou kartu nebo zaplaťte v hotovosti.
ScotApp_812,Děkujeme za použití systému NCR SelfServ Checkout.\nOdneste dárkovou kartu pokladníkovi.
ScotApp_1826,Chcete uložit své předvolby na vaší věrnostní kartu?
ScotApp_1852,Vyjměte stornované položky z taškové zóny.
QRCodeErrorText,QR Code Error
ScanQRCodeInstruction,Scan this code to complete\nyour Mobile shopping.
ScotApp_1896,Transferring items from mobile cart.
ScotApp_1897,Počkejte prosím...
ScotApp_1898,Mobile Cart
ScotApp_1899,Mobile Audit
ScotApp_1900,Mobile Shopper Audit
ScotApp_1901,"Touch ""OK"" then use Attendant Handset to complete audit."
ScotApp_1902,Begin Mobile Transaction
ScotApp_1903,End Mobile Transaction
ScotApp_1904,%d Items Sold
ScotApp_1905,Scan barcode to complete your Mobile checkout.
ScotApp_1906,Mobile cart transfer is complete.
ScotApp_1907,\nTouch Pay or add more items.
MoveLeft,< Move
MoveRight,Move >
Accessibility,Accessibility
SearchItemCodeWatermark,Enter Item Code
ScanAndBagNoSearchKeyIn,Scan or look up item to start
ScanLookUpKeyInItem,"Scan, look up, or key in item code to start."
LookUpKeyInItem,Look up or Key in Item
ScanOrKeyInItem,Scan or Key in Item
XM_MenuSetupLoaderV6HW,Nastavit podavač
XM_SetupLoaderV6HW,Nastavit podavač
XM_ProcessingCashTextV6HW,•   Vložte mince do přijímače mincí.\n•   Vložte bankovky do přijímače bankovek.\n
XM_CoinHoppersV6HW,Násypkové zásobníky na mince
XM_CoinBoxV6HW,Skříňka na mince - %d - %s
XM_AddCashLeadthruV6HW,"•   Vložte mince do přijímače mincí.\n•   Vložte bankovky do přijímače bankovek.\n•   Chcete-li přidat mince do doplňovací násypky, dotkněte se tlačítka „Povolit\n     doplňovací násypku mincí“.\n•   Chcete-li přidat bankovky do podavače, dotkněte se příkazu „Nastavit\n     podavač“."
XM_ConfirmTransferNotesToBaseLevelV6HW,Přesunout bankovky do skříňky na bankovky\n\nČástka k přesunu: %s\nPočet k přesunu: %d\n\nProces přesunu může trvat několik minut.
XM_ConfirmTransferAllNotesV6HW,Přesunout všechny bankovky do skříňky na bankovky\n\nČástka k přesunu: %s\nPočet k přesunu: %d\n\nProces přesunu může trvat několik minut.
XM_ResetCoinsAllCoinsV6HW,Vydat všechny mince
XM_ResetCoinHopperCountsV6HW,Vynulovat počet mincí v násypkovém zásobníku
XM_ResetNoteBoxCountsV6HW,Vynulovat počet bankovek ve skříňce na bankovky
XM_MenuNoteBoxTransferV6HW,Přesuny do skříňky na bankovky
XM_FinishedAddingCashV6HW,Po dokončení přidávání hotovosti se dotkněte „OK“.
XM_OKV6HW,OK
XM_SetupLoaderLeadthruV6HW,•   Zadejte pro podavač výchozí hodnotu částky/počtu „%s“\n     a dotkněte se „OK“.\n•   Po dokončení se dotkněte „Použít změny“.
XM_SetupLoaderNotEmptyV6HW,"\nWhen swapping loaders, because the current loader\ncount is greater than zero, manually remove the notes from the current loader and add the notes to the new loader."
XM_NoteLoaderV6HW,Podavač bankovek
XM_EnableCoinInputBowlV6HW,Povolit vstupní zásobník mincí
XM_EnableCoinRefillChuteV6HW,Povolit doplňovací násypku mincí
XM_EnableCoinAcceptorV6HW,Povolit přijímač mincí
XM_TopOffCashPrintStatusV6HW,Naplnit hotovost nebo vytisknout stav
XM_TransferOperationPreemptiveV6HW,"Probíhá přesun bankovek... počkejte prosím.\n\nNEVYJÍMEJTE SKŘÍŇKU NA BANKOVKY ani\njiná zařízení, dokud není operace dokončena."
XM_TransferOperationInstructionV6HW,Přesun byl dokončen.\nOdeberte všechny bankovky ze skříňky na bankovky\na skříňku na bankovky resetujte.
XM_PendingDispenseV6HW,Probíhá výdej %d - %s
XM_PendingTransferV6HW,Probíhá přesun %d - %s
XM_PendingResetV6HW,Probíhá resetování %d - %s
XM_ConfirmResetNoteBoxV6HW,Resetovat počet/hodnotu bankovek ve skříňce na bankovky\n\nČástka k resetování: %s\nPočet k resetování: %d\n\nČástka po resetování skříňky na bankovky: 0 Kč\nPočet po resetování skříňky na bankovky: 0
XM_PendingCashRemoveV6HW,"Otevřete bezpečnostní dvířka, vyjměte skříňku na\nbankovky a odeberte všechny bankovky.\nVložte prázdnou skříňku na bankovky.\nPo dokončení se dotkněte „OK“."
XM_LeadThruResetNoteBoxFunctionV6HW,Resetovat funkce\n•   Resetovat počet bankovek ve skříňce na bankovky na nulu.\n•   Po dokončení se dotkněte „Použít změny“.
XM_AllV6HW,Vše
XM_LeadThruTransferNotesToNoteBoxFunctionV6HW,"Přesuny do skříňky na bankovky\n•   Chcete-li přesunout bankovky, dotkněte se příkazu „Použít změny“.\n•   Chcete-li operaci zrušit, dotkněte se příkazu „Zrušit změny“."
XM_ReplenishNotesFromLoaderToRecyclersPreemptiveV6HW,Probíhá podávání... počkejte prosím.
XM_SetupLoaderAlertConfirmationV6HW,"Nastavit podavač\nZkontrolujte, že jsou hodnoty podavače správné a že je\npodavač vložen, pak se dotkněte „OK“. Tím se zahájí podávání bankovek."
XM_SetupLoaderAlertConfirmation1V6HW,"Nastavit podavač\n\nPřidejte bankovky do podavače, zkontrolujte, že je podavač vložen, pak se dotkněte „OK“. Tím se zahájí podávání bankovek."
XM_SetupLoaderConfirmationV6HW,"Nastavit podavač\n\nStav %s bankovek v podavači:\n\nPůvodní / počáteční částka: %s\nPůvodní / počáteční počet: %d\nČástka k přidání do podavače: %s\nPočet k přidání do podavače: %d\n\nPoložte bankovky, které nejsou označeny jako drobná hotovost nebo pro výdej, na dno podavače.  Bankovky na dně podavače se automaticky spočítají a podávají, dokud se nedosáhne požadované hodnoty.\n\nProces podávání může trvat několik minut."
XM_SetupLoaderConfirmation1V6HW,Nastavit podavač\n\nVše loader notes will automatically be\nloaded and counted.\n\nProces podávání může trvat několik minut.
XM_PendingNotesAddedV6HW,Výchozí přidané bankovky %d - %s
XM_ProcessingCashV6HW,Probíhá zpracování hotovosti
XM_ProcessingCashLeadThruV6HW,•   Vložte mince do přijímače mincí.\n•   Vložte bankovky do přijímače bankovek.
XM_SetupLoaderLeadThru1V6HW,"•   Chcete-li přidat bankovky do podavače, dotkněte se příkazu „Použít změny“.\n•   Chcete-li operaci zrušit, dotkněte se příkazu „Zrušit změny“."
XM_LeadThruDispenseFunctionV6HW,Funkce výdeje\n•   Zadejte na klávesnici částku/počet pro %s bankovek.
XM_LeadThruDispenseFunction1V6HW,"Funkce výdeje\n•   Chcete-li vydat mince, dotkněte se příkazu „Použít změny“.\n•   Chcete-li operaci zrušit, dotkněte se příkazu „Zrušit změny“."
XM_ConfirmCoinDispenseAllV6HW,Vydat všechny mince\n\nČástka k výdeji: %s\nPočet k výdeji: %d
XM_DispenseOperationPreemptiveV6HW,"Dispensing coins in progress.\n\nRemove coins from coin bowl when full and touch ""OK""."
XM_ConfirmCoinDispenseToBaseLevelV6HW,Vydat mince na základní úroveň\n\nČástka k výdeji: %s\nPočet k výdeji: %d
XM_LeadThruResetCoinHopperFunctionV6HW,Resetovat funkce\n•   Resetujte počet mincí v násypkovém zásobníku na nulu.\n•   Po dokončení se dotkněte „Použít změny“.
XM_ResetCoinHopperLeadThruV6HW,Odeberte mince z násypkových zásobníků. Vložte zpět\nprázdné násypkové zásobníky.\n\nPo dokončení se dotkněte „OK“.
XM_LoaderCountEnteredExceededCapacityV6HW,The loader count entered exceeds capacity. Maximum loader count allowed is %d.
XM_CoinHopperPendingResetV6HW,Probíhá resetování %d - %s
XM_ConfirmResetCoinHopperV6HW,Resetovat počet / hodnotu mincí v násypkovém zásobníku\n
XM_ConfirmResetCoinHopper1V6HW,\n%s\nČástka resetování: %s Počet: %d\n
XM_ConfirmResetCoinHopper2V6HW,\nPo resetování:\nMincí v násypkovém zásobníku: %s Počet: %d\nMincí ve skříňce na mince: %s Počet: %d
XM_SignSigTouchDisplayV6HW,Podepište se na dotykový displej.
XM_LeadThruCashManagementErrorV6HW,Chyba správy hotovosti
XM_LoanPickupUpdateFailureV6HW,Aktualizace správy hotovosti se nezdařila
XM_LoanPickupUpdateNoResponseV6HW,Žádná odpověď ze serveru POS při aktualizaci stavu správy hotovosti
XM_LoanPickupUpdateFailureInstructionV6HW,"\n•   Spusťte aktualizaci tlačítkem „Opakovat“.\n•   Pokud chyba přetrvává, obraťte se na vedení obchodního domu.\n•   Tato chyba nebude odstraněna, dokud se neprovede úspěšná aktualizace."
XM_LoanPickupUpdateNoResponseInstructionV6HW,•   Okamžitě nahlaste tuto chybu vedení obchodního domu.\n•   Stav správy hotovosti pravděpodobně nebyl aktualizován.\n•   Přejděte na obrazovku Nástrojové funkce.
XM_LoanPickupUpdateNoResponseInstruction1V6HW,"•   Dotkněte se příkazu „Vytvořit soubory diagnostického protokolu“ a poté volby „Vypnout celý systém“.\n•   Systém znovu zapněte.\n•   Pokud se chyba opakuje, vygenerujte další soubor diagnostického protokolu a zavolejte servis.\n"
XM_CashManagementErrorRetryButtonV6HW,Opakovat
XM_CannotCompleteTransferV6HW,Přesun nelze dokončit.\n Ve skříňce na bankovky není dostatek místa. Před provedením této operace vyprázdněte skříňku na bankovky.
XM_CashStatusLeadthruV6HW,•   Tisk obratu hotovosti.\n•   Vložte mince do přijímače mincí.\n•   Vložte bankovky do přijímače bankovek.\n•   Po dokončení se dotkněte příkazu „Konec“.
XM_NonDispensableCoinsV6HW,Nevydatelné mince
XM_DispensableCoinsV6HW,Vydatelné mince
XM_ConfirmNoteDispenseV6HW,Vydat bankovky\n\nČástka k výdeji: %s\nPočet k výdeji: %d
XM_DispenseNoteFullPreemptiveV6HW,"Odeberte bankovky\nBankovky se vydávají ve svazcích po %d.\nVýdej bude pozastaven, dokud nebudou odebrány\nvšechny bankovky."
XM_NoteBoxV6HW,Skříňka na bankovky
XM_NoteRecyclerV6HW,Recyklátory bankovek
XM_DispenseCoinsToBaseLevelV6HW,Vydat mince \nna základní úroveň
XM_TransferNotesToBaseLevelV6HW,Přesunout bankovky na základní úroveň
XM_TransferAllNotesV6HW,Přesunout všechny bankovky
XM_LeadThruNoteBoxTransferV6HW,Přesuny do skříňky na bankovky\n•   Zvolte požadovanou funkci přesunu.\n•   Po dokončení se dotkněte „Použít změny“.
XM_LeadThruResetFunctionV6HW,Resetovat funkce\n•   Zvolte požadovanou funkci resetování.\n•   Po dokončení se dotkněte „Použít změny“.
XM_LeadThruDispenseFunction2V6HW,Funkce výdeje\n•   Dotkněte se hodnoty bankovky a zadejte částku/počet nebo\n     vyberte funkci.\n•   Po dokončení se dotkněte „Použít změny“.
XM_DispenseThresholdV6HW,Zadané číslo je vyšší než dostupný počet pro výdej.\nByl zadán maximální počet: %d
RemoveItemFromProduceScale,Remove item from scale.
RemoveItemFromProduceScaleTitle,Remove Item
