AmountSaved,Úspora
ScotApp_426,Pokladňa č.:
ScotApp_326,Dátum narodenia nevyhovuje vekovému limitu pre limitovaný tovar.
ScotApp_226,Čítačka kariet je nefunkčná
ScotApp_126,(mmddrr).
ScotApp_1606,     Zásobník na odmietnuté peniaze – stav normálny
ScotApp_926,Tovar nebol vrátený do baliaceho priestoru.
ScotApp_826,Nechcem dať tento tovar \ndo tašky
ScotApp_1267,UŽÍVATEĽOM DEFINOVANÉ 9
ScotApp_1618,"Kazeta vydávača bankoviek chýba alebo nie je dobre vložená.\n\nSprávne vložte kazetu s bankovkami, kým západka nezaklapne."
ScotApp_1181,PRAH KUPÓNOV BOL PREKROČENÝ
ScotApp_205,Kopírovanie je dokončené.
ScotApp_105,Neznámy tovar
ScotApp_1476,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1730,Hľadať
ScotApp_1390,Zariadenie neodpovedá
ScotApp_805,Schválenie tovaru
ScotApp_1864,Prejdite k pokladni
ScotApp_1408,POMOC
ScotApp_1266,UŽÍVATEĽOM DEFINOVANÉ 8
ScotApp_1180,NIE JE ZODPOVEDAJÚCA CENA
ScotApp_1208,PREDANÉ V REŽIME POMOCI
ScotApp_1475,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1397,Obsluha
ScotApp_1748,Zlyhanie prihlásenia odtlačkom
ScotApp_718,718unused
ScotApp_618,Tolerancia hmotnosti
ScotApp_518,Vložte peniaze.
ScotApp_1253,PIP VERNOSTNÁ
ScotApp_1604,     Stav kariet vo vydávači kariet je normálny(%s)
ScotApp_218,V tlačiarni takmer niet papiera
ScotApp_118,Je potrebné schválenie
ScotApp_552,Kód obsluhy a heslo nemôžu začínať nulou.
ScotApp_791,Zvoľte spôsob platby
ScotApp_691,691unused
ScotApp_591,Načítanie aplikácie NCR SelfServ Checkout Encryptor...
ScotApp_391,Tovar na vyjasnenie ceny
ScotApp_918,Chýba záznam o hmotnosti tovaru.
ScotApp_1187,CHYBA ZARIADENIA
ScotApp_991,Kontrola veku
ScotApp_891,Smart Scale načítaná.
ScotApp_1474,Chyba hardvéru. Kód chyby je E%d
ScotApp_1396,Odchod z režimu obsluhy
ScotApp_1252,PIP DEBETNÁ CASH BACK
ScotApp_1732,Obrázky zo zoznamu tovaru načítané.
ScotApp_1461,Mince
ScotApp_1166,"* Otvorte dvierka na skrinke tlačiarne.\n* Odistite a potlačte tlačiareň dozadu.\n* Otvorte kryt tlačiarne a skontrolujte, či nie je zachytený papier.\n* Zatvorte kryt tlačiarne a znova vložte papier.\n* Potiahnite tlačiareň opatrne vpred, až poistka zaklapne."
ScotApp_1186,NEOČAKÁVANÉ ZNÍŽENIE
ScotApp_1857,  Neklaďte na pás
ScotApp_1829,Schváliť
ScotApp_1670,Chyba recyklátora mincí alebo bankoviek
ScotApp_1198,ZADANÉ ČÍSLO ÚČTU
ScotApp_1869,Ruka pred kamerou
ScotApp_1251,PIP DEBETNÁ
ScotApp_1855,Voliteľné
ScotApp_767,Zásoba médií normálna
ScotApp_667,Karta bola načítaná. Načítajte svoj tovar a kupóny.
ScotApp_567,Enter
ScotApp_467,467unused
ScotApp_367,367unused
ScotApp_267,Zabezpečené
ScotApp_1460,Bankovky
ScotApp_1185,PREKROČENÝ LIMIT PRE TAŠKY (KRABICE)
ScotApp_1009,Režim zamestnanca
ScotApp_867,Nie
ScotApp_1856,  Nebaľte
ScotApp_1677,"Skontrolujte, či sú dvierka na recyklátore mincí zatvorené."
ScotApp_746,746unused
ScotApp_646,Á
ScotApp_1394,Chyba digitálneho rozhrania
ScotApp_446,Pozastaviť transakciu
ScotApp_346,Bankomat (Cash Back)
ScotApp_246,246unused
ScotApp_146,Zvoľte spôsob platby.
ScotApp_1501,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1609,     Zásobník na odmietnuté peniaze je takmer plný
ScotApp_1194,AUTORIZAČNÉ ČÍSLO
ScotApp_946,Schválenie pre tašku alebo krabicu
ScotApp_846,"Načítajte ďalší tovar alebo stlačte tlačidlo ""Načítanie dokončené""."
ScotApp_1843,Vl. taš.
ScotApp_1467,"Pomocou obrazovky ""Stav peňazí alebo papiera"" vyberte hotovosť."
ScotApp_725,725unused
ScotApp_625,Zadajte toleranciu hmotnosti medzi <%s> a <%s>.
ScotApp_1381,Spracúvanie...
ScotApp_425,425unused
ScotApp_325,Zadaný dátum nie je platný
ScotApp_225,Záchytný priečinok čítačky kariet vložený
ScotApp_1676,Otvorené dvierka recyklátora mincí
ScotApp_925,925unused
ScotApp_825,Vložte do tašky
ScotApp_1608,     Zásobník na odmietnuté peniaze je prázdny
ScotApp_1842,Plná pomoc
ScotApp_1808,Zvoľte položku na účtenke.
ScotApp_1466,Stav recyklátora bankoviek – plný
ScotApp_1380,cena
ScotApp_1854,Voliteľné
ScotApp_1675,Chyba recyklátora mincí
ScotApp_1597,Vernostná karta
ScotApp_1350,%s\n%s %s pridané
ScotApp_738,738unused
ScotApp_638,Info o tolerancii hodnôt z váhovej DB
ScotApp_538,538unused
ScotApp_338,Zadajte prvé tri písmená opisu tovaru.
ScotApp_238,\nPrijímač bankoviek nezaprotokoloval vloženú hotovosť.\n\nSkontrolujte kazetu na bankovky.
ScotApp_138,Vyberte kartu
ScotApp_1170,Otvorte dvierka na skrinke tlačiarne.\n* Otvorte kryt tlačiarne a odstráňte všetok zachytený papier.\n* Zatvorte kryt tlačiarne a znova vložte papier.\n* Zatvorte a zamknite dvierka na skrinke tlačiarne.
ScotApp_1841,Choďte k pokladni pre schválenie
ScotApp_1740,Kontrola tašiek
ScotApp_938,938unused
ScotApp_838,Zmluva so zákazníkom
ScotApp_1133,Zaseknutie v prijímači bankoviek.
ScotApp_1387,"Stala sa kritická chyba softvéru.\nReštartujte terminál.\n\nReštart terminálu:\n* Otočte kľúč vedúceho do polohy ""S"" alebo stlačte tlačidlo vedúceho.\n* Zvoľte ""Reštartovať celý systém"".\n* Zavolajte podporu a informujte ju o chybe."
ScotApp_1674,"Stlačte tlačidlo odmietnutia mincí a uvoľnite tak zaseknuté mince. Ak sa chyba opakuje, mohlo dôjsť k zaseknutiu mincí. Otvorte kryt mincí a zaistite ho. Odstráňte zaseknuté mince. Resetujte tlačidlom Odmietnutie. Uvoľnite a zatvorte kryt mincí."
ScotApp_1650,(ddmmrr)
ScotApp_690,690unused
ScotApp_590,Ukončovanie aplikácie Device Factory...
ScotApp_490,"Načítajte tovar alebo začnite stlačením tlačidla ""Spustiť""."
ScotApp_390,Stiahnutý tovar
ScotApp_290,290unused
ScotApp_190,Načítanie aplikácie Transaction Broker...
ScotApp_990,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;
ScotApp_890,Načítanie aplikácie Smart Scale...
ScotApp_1772,Kupón
ScotApp_1661,"Účtenka sa nedá vytlačiť. Stlačte ""Iné účtenky"" a skúste znova."
ScotApp_1132,Chyba komunikácie.
ScotApp_1386,Kritická chyba
ScotApp_784,Vydávač bankoviek je mimo prevádzky\n* Naplňte vydávač alebo\n* odstráňte zaseknuté bankovky alebo \n*upravte zásob. odmietnutých peňazí.
ScotApp_684,Dnes
ScotApp_584,Platba sociálnou kartou odmietnutá.
ScotApp_484,Je potrebný podpis
ScotApp_384,384unused
ScotApp_284,Čítačka: Stratené dáta
ScotApp_1595,Hlavný jazyk
ScotApp_1451,Kód pokladníka
ScotApp_984,Takeaway Belt načítaná.
ScotApp_884,Zrušiť pozastavenie
ScotApp_1847,"Tovar pridaný. Načítajte ďalší tovar alebo stlačte ""Zadajte kód""."
ScotApp_1660,Zvoľte možnosti tlače
ScotApp_1131,Kazeta na bankovky chýba alebo nie je správne vložená.
ScotApp_1385,Zvoľte jazyk
ScotApp_1436,Prekročený limit nepoužitia tašiek
ScotApp_1049,1049unused
ScotApp_666,666unused
ScotApp_1594,Správne vypnite a reštartujte terminál.
ScotApp_466,   Načítaný neznámy tovar
ScotApp_366,Zaseknutý nôž tlačiarne
ScotApp_266,Ukončovanie Sec.Agent...
ScotApp_966,966unused
ScotApp_1541,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1846,"Načítajte tovar alebo stlačte ""Zadajte kód""."
ScotApp_1667,Zaseknuté bankovky
ScotApp_1689,Chyba recyklátora bankoviek
ScotApp_745,745unused
ScotApp_645,Znova dajte načítaný tovar do baliaceho priestoru.
ScotApp_1581,Vydávač mincí
ScotApp_445,Peniaze na karte sociálnych dávok
ScotApp_345,345unused
ScotApp_245,Čítačka kariet je nefunkčná
ScotApp_145,145unused
ScotApp_945,Limit\npre tašky alebo krabice
ScotApp_713,713unused
ScotApp_613,Položte tovar na taškovú váhu.
ScotApp_513,513unused
ScotApp_313,313unused
ScotApp_213,213unused
ScotApp_113,Zrušiť tovar
ScotApp_1573,"Stlačte tlačidlá ""Doplniť"" a doplňte peniaze alebo tlačidlá ""Vybrať prijímač"" a ""Vybrať vydávač"" pre výber peňazí."
ScotApp_913,Neočakávaný tovar na bezpečnostnej váhe.
ScotApp_813,"Zadajte číslo obj. a názov úlohy, potom stlačte ""Enter"""
ScotApp_1666,Chyba recyklátora bankoviek
ScotApp_1137,Kazeta na bankovky %s nie je vložená.
ScotApp_1580,Vydávač bankoviek
ScotApp_758,758unused
ScotApp_658,míňajú sa peniaze
ScotApp_558,Tovar s obmedzením množstva
ScotApp_1653,Hodnota prekračuje kapacitu. Maximálna hodnota je %s. Hodnota %s bola automaticky zadaná.
ScotApp_358,Návrat do režimu pomoci
ScotApp_258,Ukončovanie aplikácie Transaction Broker...
ScotApp_158,"Tento tovar si vyžaduje schválenie obsluhou. Prosím, pokračujte."
ScotApp_1844,Hľadanie
ScotApp_958,Tašková váha
ScotApp_858,Áno
ScotApp_1136,Zásobník na odmietnuté bankovky chýba alebo nie je správne zachytený závorou.
ScotApp_1587,Naozaj chcete ignorovať zmeny na obrazovke Správa bankoviek?
ScotApp_1531,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1599,Vaše nastavenie jazyka %s sa nenašlo.
ScotApp_1652,(rrmmdd)
ScotApp_1123,"* NEPOKRAČUJTE, kým nie sú odstránené všetky zaseknuté bankovky.\n* Opatrne vytiahnite vydávač bankoviek zo skrinky.\n* Odstráňte bankovky zaseknuté v hornej časti vydávača. Nenarušte pri tom pásy.\n* Zatlačte vydávač bankoviek späť do skrinky.\n*  Zamknite dvierka, a potom stlačte ""Odstránil(a) som problém""."
ScotApp_1342,Zvoľte nástroj
ScotApp_1332,Medzerník
ScotApp_1586,%s    %s  %s
ScotApp_1444,Odstrániť
ScotApp_1598,Hlavný jazyk aktivovaný.
ScotApp_1651,(rrrrmmdd)
ScotApp_1122,Vo výstupe vydávača môže byť zaseknutá bankovka.\n\nPovytiahnite vydávač bankoviek zo skrinky.\n\nOdstráňte zaseknuté bankovky. \n\nOpatrne zatlačte vydávač bankoviek späť do skrinky.
ScotApp_1331,Shift
ScotApp_1585,Zásobníky              Hodnota  Hodnota mincí
ScotApp_1118,Problém s výdajom bankoviek %s.\n\nBankovky %s sa nedajú vybrať z kazety.\n\nVyberte kazetu na bankovky %s a skontrolujte stav bankoviek.
ScotApp_1884,Varovanie Inteligentného asistenta
ScotApp_1191,TREBA ODVÁŽIŤ ALEBO ZMERAŤ
ScotApp_1121,V zobrazenej oblasti môže byť zaseknutá bankovka.\n\nPovytiahnite vydávač bankoviek zo skrinky.\n\nOdstráňte zaseknuté bankovky. \n\nOpatrne zatlačte vydávač bankoviek späť do skrinky.
ScotApp_503,503unused
ScotApp_403,403unused
ScotApp_1849,
ScotApp_1330,Tovar nie je v taškách
ScotApp_1355,Máte k dispozícii
ScotApp_1584,Zásobníky              Počet  Počet mincí
ScotApp_465,%s               %s
ScotApp_365,Zaseknutá hlava tlačiarne
ScotApp_265,265unused
ScotApp_965,965unused
ScotApp_633,Podpis:
ScotApp_433,433unused
ScotApp_333,Chyba čítačky kariet: zablokovaná štrbina
ScotApp_233,"Skontrolujte, či je prijímač bankoviek správne vložený.\n\nPotiahnite rukoväť vpred, aby ste prijímač uvoľnili a vysuňte ho vpred.\n\nZatlačte prijímač bankoviek dozadu až na doraz."
ScotApp_133,133unused
ScotApp_1120,"Pred kazetou bankoviek %s sa možno zasekli bankovky.\n\nVyberte kazetu %s a skontrolujte, či tam nie sú zaseknuté bankovky.\n\nAk sa dá, odstráňte zaseknuté bankovky a zasuňte kazetu späť."
ScotApp_1805,Skončiť len hotovostný režim
ScotApp_933,Rozdiel v hmotnosti
ScotApp_833,833unused
ScotApp_1337,Ukončiť NCR SelfServ Checkout
ScotApp_1780,ZAČAŤ TRANSAKCIU
ScotApp_712,712unused
ScotApp_612,Pridať hmotnosť
ScotApp_512,Vizuálna kontrola
ScotApp_312,priečinok je zaseknutý
ScotApp_212,212unused
ScotApp_112,Potvrdiť množstvo
ScotApp_1081,Zobraziť\nvšetky pokladne
ScotApp_778,778unused
ScotApp_678,678unused
ScotApp_578,Ukončite platbu kartou. Na vrátenie.
ScotApp_478,Odovzdajte kupóny.
ScotApp_378,Tlačiareň účteniek
ScotApp_278,Protokol alarmov:
ScotApp_1127,Znova zapojiť
ScotApp_1802,Akceptovať len karty
ScotApp_978,Prah = %d
ScotApp_878,Zadajte cenu.
ScotApp_1533,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1787,"Zadajte počet použitých plastových vreciek alebo 0, ak ste ich nepoužili."
ScotApp_1799,Len kartový režim
ScotApp_1309,"* Zasuňte kazetu až po zaklapnutie závory.\n* Skontrolujte, či sa motor prijímača bankoviek na chvíľu rozbehne."
ScotApp_1323,Predmet je na váhe
ScotApp_1079,Znova položte načítaný tovar na pás.
ScotApp_1382,(norm.)
ScotApp_1532,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1786,Poplatok za plastové vrecko
ScotApp_1094,Vytlačiť podpisy
ScotApp_1113,  %s po %s/%s\t%s
ScotApp_1798,Len hotovostný režim
ScotApp_1322,Chyba snímača kupónov\nZlyhanie komunikácie.
ScotApp_1078,Zvoľte nastavenie podľa očakávanej hmotnosti. (Zákazník musí položiť tovar na pás.)
ScotApp_1334,  Tovar nie je na páse
ScotApp_1785,Neplatné prihásenie. Znova sa prihláste na klávesnici alebo odtlačkom prsta.
ScotApp_1046,Zoberte %s k pokladníkovi.
ScotApp_1696,Chyba opravená
ScotApp_1112,  %s po %s %s/%s\t%s
ScotApp_1158,Chyba klávesnice PIN alebo zariadenia el. platby
ScotApp_1065,1065unused
ScotApp_1321,Ukončite platbu poukážkou. Na zaplatenie.
ScotApp_764,764unused
ScotApp_1530,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1784,TOVAR VO VIACKUSOVOM BALENÍ
ScotApp_1070,1070unused
ScotApp_49,49unused
ScotApp_1111,  počet %s po %s/%s\t%s
ScotApp_753,"Včera, po hodinách"
ScotApp_653,"Zadajte hodnotu kupónu v centoch a stlačte ""Enter""."
ScotApp_453,Stav prijímača mincí: plný
ScotApp_353,Späť
ScotApp_253,253unused
ScotApp_153,153unused
ScotApp_1320,Začnite platbu poukážkou.
ScotApp_953,"Vypnite a reštartujte terminál:\n\nOtočte kľúč vedúceho do polohy ""S"" alebo stlačte tlačidlo vedúceho.\nZvoľte ""Vypnúť celý systém"".\nKeď z obrazovky zmizne obraz, odpojte terminál zo zásuvky alebo zdroj.\nZapnite terminál. Ak sa chyba znova prejaví, zavolajte servis."
ScotApp_853,Štyri kusy
ScotApp_1845,Účtenka
ScotApp_1537,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_732,732unused
ScotApp_632,632unused
ScotApp_532,Tovar s obmedzením predaja
ScotApp_432,PLATBA ZO SOC. KARTY
ScotApp_332,Ukončovanie režimu pomoci
ScotApp_232,"* Vyberte prijímač bankoviek a kazetu.\n* Skontrolujte, či bankovka nie je zaseknutá v kazete.\n* Otvorte horné dvierka prijímača a skontrolujte, či tam nie je bankovka zaseknutá.\n* Pevne zatvorte dvierka.\n* Vráťte prijímač a kazetu na miesto."
ScotApp_132,132unused
ScotApp_1110,  počet %s po %s/ks\t%s
ScotApp_1242,DEBETNÁ
ScotApp_1285,Populárne
ScotApp_932,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;
ScotApp_832,832unused
ScotApp_1327,"Stlačte požadovaný typ zostavy a potom tlačidlo ""Vytvoriť zostavu""."
ScotApp_711,711unused
ScotApp_611,Zvoľte požadovanú funkciu.
ScotApp_511,Porovnajte zákazníkov podpis s podpisom na karte.
ScotApp_411,Zoberte vernostnú kartu
ScotApp_311,priečinok je prázdny
ScotApp_111,Vynulovať váhu
ScotApp_1789,KUPÓN
ScotApp_1536,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_911,Vymazať alarm
ScotApp_811,"Načítajte darčekovú kartu. Pozrite, či nemáte v košíku ďalší tovar."
ScotApp_1628,Chyba procesora
ScotApp_1523,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1349,%s\n %s\n%s %s očakávané\n%s %s zistené
ScotApp_1892,Bezpečnostná analýza
ScotApp_1279,ŠEK
ScotApp_1535,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1057,1057unused
ScotApp_1441,Správa mincí
ScotApp_1313,"* Skontrolujte, či nie je v tlačiarni zaseknutý papier.\n* Znova vložte papier.\n* Správne vypnite a reštartujte terminál."
ScotApp_1681,Chyba recyklátora bankoviek
ScotApp_1069,1069unused
ScotApp_1325,Položte tovar na váhu.
ScotApp_1278,UŽÍVATEĽOM DEFINOVANÉ 20
ScotApp_1103,Predchádzajúci
ScotApp_1534,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1056,1056unused
ScotApp_1312,"* Vyberte kazetu na bankovky.\n* Otvorte ju a vyberte bankovky.\n* Zatvorte a znova vložte do prijímača.\n* Skontrolujte, či sa motor prijímača rozbehne a zelená LED svieti."
ScotApp_1265,UŽÍVATEĽOM DEFINOVANÉ 7
ScotApp_1850,"Zariadenia, ktoré majú chybu:"
ScotApp_1213,NEZNÁME
ScotApp_1521,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_139,Vezmite si účtenku
ScotApp_1043,Na prijatie %s od zákazníka použite režim pomoci.
ScotApp_1401,Prebieha pomoc.\n\nČakajte...
UnknownItemMessage,Obsluha je na ceste.\n\nOdložte tovar nabok a pokračujte.
TimeRestrictedItemMessage,Tento tovar sa teraz nedá kúpiť.\n\nOdložte ho nabok a pokračujte v nákupe.
ItemQuantityExceededMessage,"Prekročili ste množstvo povolené pre tento tovar.\n\nProsím, odložte ho nabok a pokračujte."
WeightMismatch,Kontrola hmotnosti tovaru.\n\nČakajte ...
ItemQuantityExceeded,Limit množstva Prekročené
WaitForRemoteAssistanceTitle,Vzdialená obsluha
ScotApp_489,Ďakujeme vám za použitie samoobslužnej pokladne NCR.
ScotApp_273,Teraz nenačítavajte.\nOdložte tovar nabok.
ScotApp_431,Neplatná vernostná karta. Skontrolujte.
ScotApp_410,"Je potrebná pomoc, dôvod:"
ScotApp_1739,"Počkajte, prosím, na obsluhu.\nSystém nemohol skontrolovať tašky. \n Ak ste do baliaceho priestoru náhodou položili niečo iné než tašky, odstráňte to, prosím."
ScotApp_73,Návrat do nákupného režimu
ScotApp_772,Užívateľ si vyžiadal pozastavenie aktuálnej transakcie.\nPotvrďte túto požiadavku alebo ju zrušte.
ScotApp_530,Chyba pri čítaní karty.\nPoužite inú kartu\n   alebo\nzaplaťte v hotovosti.\n   alebo\nzavolajte pomoc.
ScotApp_524,Zadaný nesprávny PIN.\nZnova zadajte PIN na platobnom zariadení.
ScotApp_397,V režime pomoci predajte platný tovar.\nZoberte zvyšný nepredajný tovar.
ScotApp_171,"""%s""\n\nJe %d správne?"
ScotApp_1374,\n---------------------------------------\n
ScotApp_1646,Transakcia je pozastavená. Dajte všetok tovar nabok.
ScotApp_495,"Prekročili ste množstvo povolené pre tento tovar.\n\nProsím, odložte ho nabok a pokračujte."
ScotApp_529,"Vyberte kartu, a potom...\nvložte inú kartu\n   alebo\nzaplaťte v hotovosti.\n   alebo\nzavolajte pomoc."
ScotApp_275,Teraz nevkladajte kartu.\nVyberte kartu.
ScotApp_1891,Prebieha systémové overovanie. \nČakajte...
ScotApp_1750,"Vyčkajte, kým sa spracuje váš odtlačok."
ScotApp_169,Chcete pokračovať v nákupe?
ScotApp_415,Zoberte si vernostnú kartu.\nKarta bola vložená skôr.
ScotApp_1793,Tento stroj teraz akceptuje len kreditné a debetné karty.\nChcete pokračovať?
ScotApp_477,Odovzdajte kupóny.\nPo vytlačení účtenky:\n-- Vezmite si tovar.\n-- Vezmite účtenku a kupóny k pokladníkovi.
ScotApp_177,Celý nákup zrušený. Dajte všetok tovar nabok.
ScotApp_656,"Prosím, odložte <%s> nabok.\nPredavač vám pomôže."
ScotApp_1709,Teraz nevkladajte bankovky ani mince.\nZoberte si vrátenú hotovosť.\nBankovky sa vydávajú pod čítačkou.
ScotApp_435,"Vyberte typ dávky alebo potr. poukážky.\nAk chcete použiť potravinové poukážky z odboru soc. starostlivosti, použite ich ako prvé."
ScotApp_808,Vezmite tovar s visačkami k obsluhe a požiadajte o odstránenie.
ScotApp_294,"Ak potrebujete pomoc obsluhy, stlačte tlačidlo ""Požiadať o pomoc""."
ScotApp_1287,Čakajte ...\nKontrola hmotnosti tovaru.
ScotApp_525,"Zadaný nesprávny PIN.\nVyberte kartu, a potom...\nvložte inú kartu\n   alebo\nzaplaťte v hotovosti"
ScotApp_480,"Stlačte tlačidlo ""OK"", a potom zoberte doklad a tovar k pokladníkovi."
ScotApp_1751,Odstráňte všetko z taškovej váhy a stlačte Pokračovať.
ScotApp_175,"Chcete odstrániť\n""%s""\nz účtenky?"
ScotApp_1746,Server na kontrolu odtlačkov prstov je nedostupný.\nSkúste znova.
ScotApp_1839,Vyčkajte na pokladníka.\nTeraz nenačítavajte. Odložte tovar nabok.
ScotApp_501,Podpíšte účtenku a vyčkajte na schválenie obsluhou.
ScotApp_414,Zoberte si vernostnú kartu.\nNa váš aktuálny nákup sa nedajú použiť zľavy. Zľavy budú zaslané poštou.
ScotApp_563,Chyba pri inicializácii aplikácie Hard Totals.\nAplikácia teraz skončí.
ScotApp_263,"Tovar sa nedá stornovať, kým nie je stornovaný jeho kupón.\nNajprv stornujte kupón tovaru."
ScotApp_800,"Skontrolujte nákupný košík.\n\nNačítajte ďalší tovar alebo \nstlačte ""OK"" a zaplaťte."
ScotApp_134,Prebieha overovanie. \nČakajte.
ScotApp_620,Zadať toleranciu
ScotApp_161,"%s\nZadajte množstvo tovaru na klávesnici a stlačte tlačidlo ""OK""."
ScotApp_440,Celková hodnota poukážok nestačí na zaplatenie nákupu.\nChcete na zaplatenie použiť zvyšné peniaze %s na sociálnej karte?
ScotApp_184,%s sa stiahne z vášho účtu.
ScotApp_274,Teraz nevkladajte hotovosť.\nVyberte peniaze.
ScotApp_1744,Zariadenie nerozpoznalo váš odtlačok.\nSkúste znova.
ScotApp_160,Tovar bol stiahnutý.\nObsluha je na ceste.\nDajte tovar nabok a pokračujte v nákupe.
ScotApp_1795,"Alebo obmedzte na ""Len karty""."
ScotApp_159,Cena tovaru je neznáma.\nObsluha je na ceste.\nDajte tovar nabok a pokračujte v nákupe.
ScotApp_458,Zvoľte typ dávky alebo potravinovej poukážky.\nSociálne poukážky na stravu sa nedajú použiť na tento nákup.
ScotApp_1329,Čakajte ...\nKontrola hmotnosti tovaru.\nDvojnásobná hmotnosť v taškách.
ScotApp_407,Chyba pri čítaní karty.\n*  Skúste inú kartu\n   alebo\n*  zavolajte pomoc
ScotApp_706,"Hodnota soc. poukážok na stravu nestačí na zaplatenie celého nákupu.\nAk chcete použiť iný spôsob platby, stlačte ""OK""."
ScotApp_606,Zmazať údaje hmotnosti
ScotApp_906,Zoberte si tovar.
ScotApp_705,"Hotovosť na sociálnej karte nestačí na zaplatenie celého nákupu.\nAk chcete použiť iný spôsob platby, stlačte ""OK"" method."
ScotApp_605,Pridať údaj hmotnosti
ScotApp_405,Chyba pri čítaní karty.\n*  Skúste inú kartu\n   alebo\n*  zaplaťte v hotovosti\n   alebo\n*  zavolajte pomoc
ScotApp_491,Zoberte si kartu.
ScotApp_818,"Vyčkajte na pokladníka.\nJe potrebná pomoc, dôvod:"
ScotApp_1796,"Alebo obmedzte na ""Len hotovosť""."
ScotApp_438,Hodnota potravinovej poukážky nestačí na zaplatenie nákupu.\nChcete na zaplatenie použiť zvyšnú hodnotu %s potravinových poukážok?
ScotApp_1596,"Chcete uložiť %s ako váš hlavný jazyk na kartu %s?\nZvoľte ""Áno"" alebo ""Nie""."
ScotApp_766,%s sa stiahne z vášho účtu.
ScotApp_166,Obsluha je na ceste.\nPokračujte v nákupe.
ScotApp_413,Zoberte si vernostnú kartu.\nPoužijú sa ceny so zľavou.
ScotApp_1797,"Spôsob nápravy neopravil chybu.\nSkúste znova alebo obmedzte na ""Len hotovosť""."
ScotApp_178,Vyčkajte na schválenie obsluhou.\nSchválenie je nutné pre:
ScotApp_790,Karta bola odmietnutá.\n Zvoľte si iný spôsob platenia.
ScotApp_1794,Tento stroj teraz akceptuje len hotovosť.\nNespracuje kreditné ani debetné karty.\nChcete pokračovať?
ScotApp_412,"Tento tovar spôsobí, že váš nákup prevýši %s.\nTeraz zaplaťte a ďalší tovar kúpte samostatne."
ScotApp_546,Nemáte dostatočný vek na nákup tohto tovaru.\nOdložte ho nabok a pokračujte v nákupe.
ScotApp_553,Kupóny sa prijímajú na konci nákupu.\nOdložte ich nabok a pokračujte.
ScotApp_211,Spracúvanie...\nČakajte.
ScotApp_1400,Vzdialená obsluha
ScotApp_1754,Písmená sa nezhodujú s tovarom.\nSkúste znova.
ScotApp_1859,"Kupujete celé balenie tovaru: %s? Zvoľte ""Áno"" alebo ""Nie""."
ScotApp_533,Tento tovar sa teraz nedá kúpiť.\nOdložte ho nabok a pokračujte v nákupe.
ScotApp_1763,e=d=%5.3fkg Max %5.3f kg min %3.1f kg Nmax %4.0f
ScotApp_1762,e=d=%4.2flb Max %4.2f lb min %3.1f lb Nmax %4.0f
ScotApp_1764,e = d = %4.2f lb Max %4.2f lb Min %3.1f lb Nmax %4.0f
ScotApp_1765,e = d = %5.3f kg Max %5.3f kg Min %3.1f kg Nmax %4.0f
ScotApp_305,Zvoľte krabičku pre: %s
ScotApp_703,"Použite klávesnicu na PIN. Ak chcete platbu zrušiť, stlačte ""Cancel"" na klávesnici pre PIN."
ScotApp_125,"Zadajte dátum narodenia zákazníka %s a stlačte ""Schváliť""."
ScotApp_1853,"Zadajte dátum narodenia zákazníka %s a stlačte ""Enter"". "
ScotApp_654,Dátum musí byť vo formáte %s.Zadaná hodnota: %s
ScotApp_560,Tento systém neprijíma kupóny.
ScotApp_1788,Je %d správne? \n\nSuma %s za vrecká sa pridá k celkovej čiastke.
ScotApp_1358,Suma %s z darčekovej karty bola odpočítaná od ceny nákupu. \n\nZostatok na darčekovej karte je %s.
ScotApp_167,Kupón nezodpovedá žiadnemu zakúpenému tovaru.\n\nTento kupón sa nedá akceptovať.
ScotApp_164,"Systém nepozná tento kód tovaru.\n\nSkontrolujte, či ste zadali správne číslo."
ScotApp_547,Nesprávne číslo a heslo obsluhy.\n\nSkúste znova.
ScotApp_442,%s z nákupu možno uhradiť potravinovými poukážkami.\n\n%s
ScotApp_443,%s sa stiahne z vášho účtu.\n\nSúhlasíte?
ScotApp_700,Tovar sa nedá predať pri tejto pokladni.\nObsluha je na ceste.\n\nDajte tovar nabok a pokračujte v nákupe.
ScotApp_165,Systém nepozná tento kód tovaru.\nObsluha je na ceste.\n\nDajte tovar nabok a pokračujte v nákupe.
