ScotApp_407,Läsfel för kort.\n* Försök med ett annat kort\n   -eller-\n* Tillkalla hjälp
ScotApp_706,"Matkupongsaldot är lägre än inköpssumman.\nTryck på ""OK"" om du vill använda ett annat betalningssätt."
ScotApp_606,Radera viktposter
ScotApp_906,Ta varorna.
ScotApp_705,"Kontantsaldot är lägre än inköpssumman.\nTryck på ""OK"" om du vill använda ett annat betalningssätt."
ScotApp_605,Lägg till viktpost
ScotApp_405,Läsfel för kort.\n* Försök med ett annat kort\n   -eller-\n* Betala kontant\n   -eller-\n*  Tillkalla hjälp
ScotApp_491,Ta kortet.
ScotApp_818,Vänta på personal.\nHjälp behövs:
ScotApp_1796,"Eller begränsa till ""Endast kontanter""."
ScotApp_438,Dina matkuponger räcker inte.\nVill du använda ytterligare matkuponger på %s för detta inköp?
ScotApp_1596,"Vill du spara %s som ditt primära språk på %s?\n Välj ""Ja"" eller ""Nej""."
ScotApp_766,%s kommer att dras från ditt konto.
ScotApp_166,Hjälp kommer strax.\nFortsätt med dina inköp.
ScotApp_413,Ta ditt stamkundskort.\nRabatter avräknas.
ScotApp_1797,"Korrigerande åtgärd avhjälpte inte problemet.\nFörsök igen eller begränsa till ""Endast kontanter""."
ScotApp_178,Vänta på att personal ska godkänna.\nGodkännande behövs för:
ScotApp_790,Ditt kort avvisades.\nVälj ett annat betalningssätt.
ScotApp_1794,Maskinen accepterar endast kontanter just nu. \nKreditering/debitering kan inte hanteras.\nVill du fortsätta?
ScotApp_412,Den här varan medför att %s överskrids. \nBetala nu och köp ytterligare varor separat.
ScotApp_546,Du är inte tillräckligt gammal för att köpa den här varan.\nLägg den åt sidan och fortsätt med dina inköp.
ScotApp_553,Kupongerna räknas av när du är klar med dina inköp.\nLägg dem åt sidan och fortsätt.
ScotApp_211,Behandlar...\nVänta.
ScotApp_1400,Fjärrkassör
ScotApp_1754,Bokstäverna stämmer inte med någon vara.
ScotApp_1859,"Är backen med %s full? Välj ""Ja"" eller ""Nej""."
ScotApp_533,Du kan inte köpa den här varan nu.\nLägg den åt sidan och fortsätt med dina inköp.
ScotApp_1763,e=d=%5.3fkg Max %5.3f kg min %3.1f kg Nmax %4.0f
ScotApp_1762,e=d=%4.2flb Max %4.2f lb min %3.1f lb Nmax %4.0f
ScotApp_1764,e = d = %4.2f lb Max %4.2f lb Min %3.1f lb Nmax %4.0f
ScotApp_1765,e = d = %5.3f kg Max %5.3f kg Min %3.1f kg Nmax %4.0f
ScotApp_305,Välj förpackning för: %s
ScotApp_703,"Använd knappsatsen för PIN. Tryck på ""Avbryt"" på PIN-knappsatsen för att avbryta betalningen."
ScotApp_125,"Slå in kundens födelsedatum %s och tryck på ""Godkänna"""
ScotApp_1853,"Slå in kundens födelsedatum %s och tryck på ""Enter"". "
ScotApp_654,Datum ska anges i formatet %s.Angivet värde: %s
ScotApp_560,Det här systemet accepterar inte kuponger.
ScotApp_1788,Är %d rätt? \n\nEn avgift på %s för plastkassar läggs till i summan.
ScotApp_1358,Beloppet %s på presentkortet har dragits av på summan. \n\nSaldot för presentkortet är %s.
ScotApp_167,Kupongen gäller inte någon av de inköpta varorna.\n\nKupongen kan inte godkännas.
ScotApp_164,Systemet känner inte igen varukoden.\n\nKontrollera att rätt siffror har angetts.
ScotApp_547,Fel personal-ID och lösenord.\n\nFörsök igen.
ScotApp_442,%s av inköpet kan betalas med matkuponger.\n\n%s
ScotApp_443,%s kommer att belasta ditt konto.\n\nGodkänner du det?
ScotApp_700,Varan kan inte säljas i den här kassan.\nHjälp kommer strax.\n\nLägg varan åt sidan och fortsätt med dina inköp.
ScotApp_165,Systemet känner inte igen den här varan.\nHjälp kommer strax.\n\nLägg varan åt sidan och fortsätt med dina inköp.
ScotApp_182,Beloppet som du angav för kupongen är för högt.\n\nKupongen kan inte godkännas.
ScotApp_733,Kortet avvisades.\nAnvänd ett annat kort eller betala kontant.
ScotApp_812,Tack för att du använder NCR SelfServ Checkout.\nTa med presentkortet till kassören.
ScotApp_1826,Vill du spara dina inställningar på ditt kundkort?
ScotApp_1852,Ta bort den oinlästa varan från packhyllan.
QRCodeErrorText,QR Code Error
ScanQRCodeInstruction,Scan this code to complete\nyour Mobile shopping.
ScotApp_1896,Transferring items from mobile cart.
ScotApp_1897,Vänta...
ScotApp_1898,Mobile Cart
ScotApp_1899,Mobile Audit
ScotApp_1900,Mobile Shopper Audit
ScotApp_1901,"Touch ""OK"" then use Attendant Handset to complete audit."
ScotApp_1902,Begin Mobile Transaction
ScotApp_1903,End Mobile Transaction
ScotApp_1904,%d Items Sold
ScotApp_1905,Scan barcode to complete your Mobile checkout.
ScotApp_1906,Mobile cart transfer is complete.
ScotApp_1907,\nTouch Pay or add more items.
MoveLeft,< Move
MoveRight,Move >
Accessibility,Accessibility
SearchItemCodeWatermark,Enter Item Code
ScanAndBagNoSearchKeyIn,Scan or look up item to start
ScanLookUpKeyInItem,"Scan, look up, or key in item code to start."
LookUpKeyInItem,Look up or Key in Item
ScanOrKeyInItem,Scan or Key in Item
RemoveItemFromProduceScale,Remove item from scale.
RemoveItemFromProduceScaleTitle,Remove Item
