ConfirmQuantityTitle,Confirmeu quantitat
ScotApp_1811,"\n* Retireu el reciclador de monedes.\n* Elimineu l'encallament de la zona indicada retirant o empenyent les monedes cap endavant.\n* Retorneu les monedes al client.Si l'error es repeteix, poseu-vos en contacte amb el servei tècnic."
ItemPurchasedText,Articles comprats:
SuspendLeadthru2,"Heu suspès la transacció actual.  Confirmeu aquesta petició.  Per cancel·lar, toqueu ""Tornar Enrere"" i cancel·leu des del terminal NCR SelfServ Checkout."
KeyInCodeButtonText,Introduïu el \ncodi
ScotApp_1881,"Comproveu la balança de bosses, retireu els articles addicionals i toqueu «Eliminar protecció»."
XM_ResetNotesToBaseLevel,Transferir bitllets fins al nivell de base
ScotApp_400,400unused
ScotApp_898,Finalitzant WTINFO...
ScotApp_897,WTINFO carregat.
ScotApp_1761,És possible que la cubeta de cupons estigui plena o que la ranura dels cupons estigui bloquejada.Retireu els articles que bloquegin la ranura dels cupons i buideu la cubeta dels cupons.
ScotApp_1771,Límit del valor del cupó
ScotApp_1741,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s %s exp;LSWND3=%s %s obv
ScotApp_1721,Transacció en Mode de formació
ScotApp_1731,Carregant imatges de llista de selecció..
ScotApp_1701,"No s'ha pogut dispensar %s."
ScotApp_1711,Suspendre rebutjat
ScotApp_383,383unused
ScotApp_778,778unused
WLDBFailureTitle,"La base de dades de reconeixement de pesos no s'està comunicant correctament."
ScotApp_388,Processant...
ScotApp_1781,GRÀCIES CADUCAT
ScotApp_1791,Només efectiu
ScotApp_77,Crèdit
ScotApp_67,Enrere
ScotApp_57,Finalitzar i pagar
ScotApp_47,Inici
ScotApp_37,37unused
ScotApp_27,27unused
AlertText,Alertes:
SecurityDisableButtonOff,Desactiveu
CancelRequestButtonText,Cancel·lar petició
ApprovalNeededButtonText,Es requereix autorització
XM_ExceededCapacity,El recompte supera la capacitat. El recompte de càrrega necessari és %d.
ScotApp_483,Signeu al dispositiu de signatures amb el llapis proporcionat.
ScotApp_482,482unused
HelpRequestTitle,"S'ha sol·licitat ajuda"
ScotApp_487,Avall
ScotApp_486,Amunt
ScotApp_485,Es requereix signatura
GoBack,Enrere
CheckAgeTitle,"Comproveu l'edat del client"
ScotApp_488,"Col·loqueu l'article a la balança: %s"
XM_Exit,Sortir
SuspendReasonText4,Suspensió: Restringit
ScotApp_1579,Receptor de bitllets
CantScanCoupon,No podeu escanejar un cupó
ScotApp_1535,"Consulteu el manual del dispositiu per solucionar l'error."
StartScanning,Començar a escanejar
ScotApp_1864,Aneu al carril
ScotApp_1874,1874unused
ScotApp_1844,Cerca
ScotApp_1854,Opcional
ScotApp_1824,"El rebut digital no s'ha generat."
ScotApp_1834,Màx.
ScotApp_1804,Sortiu del mode Només efectiu
ScotApp_186,186unused
ScotApp_187,187unused
ScotApp_185,Compareu la signatura del client amb la de la targeta.
ScotApp_183,183unused
ScotApp_180,PRetireu els cupons. Introduïu-los al final de la compra.
ScotApp_181,\nUtilitzeu el teclat per introduir el valor del cupó en cèntims i toqueu «OK».
ScotApp_1894,"Retireu l'article i continueu amb la compra."
PendingSuspendText,Suspensió pendent
ScotApp_637,"La seguretat està fora de línia, s'ha cancel·lat l'última acció."
ScotApp_188,Carregant opcions...
ScotApp_1627,Error al reciclador de monedes/bitllets
XM_CoinDispenseFailure,"No s'ha pogut dispensar %s.\nBaix nivell de monedes o error al dispensador de monedes."
ScotApp_1401,Assistència en curs.\n\nEspereu...
UnknownItemMessage,"De seguida rebreu assistència.\n\nRetireu l'article i continueu."
TimeRestrictedItemMessage,"No podeu comprar aquest article en aquest moment.\n\nRetireu l'article i continueu."
ItemQuantityExceededMessage,"Heu superat la quantitat permesa per a aquest article.\n\nRetireu l'article i continueu."
WeightMismatch,"Comprovant el pes de l'article.\n\nEspereu..."
ItemQuantityExceeded,Límit de quantitat Superat
WaitForRemoteAssistanceTitle,Assistent remot
ScotApp_489,Gràcies per utilitzar NCR SelfServ Checkout.
ScotApp_273,"No escanegeu en aquest moment.\nRetireu l'article."
ScotApp_431,La targeta de fidelitat no és vàlida. Verifiqueu.
ScotApp_410,Es requereix assistència per:
ScotApp_1739,"Espereu fins que vingui un assistent.\nEl sistema no pot verificar les vostres bosses.\nSi heu col·locat per error algun element que no sigui una bossa a la zona d'embossar, retireu-lo ara."
ScotApp_73,Tornar al Mode de compres
ScotApp_772,"S'ha fet una petició per suspendre la transacció actual.\nConfirmeu o cancel·leu aquesta petició."
ScotApp_530,Targeta no llegida correctament.\nUtilitzeu una targeta diferent.\n   -o-\nPagueu en efectiu.\n   -or-\nSol·liciteu ajuda.
ScotApp_524,PIN incorrecte introduït.\nTorneu a introduir el PIN en el dispositiu de pagament.
ScotApp_397,"Utilitzeu el Mode d'assistència per vendre els articles vàlids.\nRecolliu altres articles que no s'han de vendre."
ScotApp_171,"""%s""\n\nÉs %d correcte?"
ScotApp_1374,\n---------------------------------------\n
ScotApp_1646,"S'ha suspès la transacció. Retireu tots els articles."
ScotApp_495,"Heu superat la quantitat permesa per a aquest article.\n\nRetireu l'article i continueu."
ScotApp_529,Després retireu la targeta...\nInseriu una altra targeta\n   -o-\nPagueu en efectiu\n   -or-\nSol·liciteu ajuda.
ScotApp_275,No inseriu targetes de dèbit en aquest moment.\nRecolliu la targeta.
ScotApp_1891,Verificació del sistema en curs. \nEspereu...
ScotApp_1750,"Espereu mentre processem l'empremta dactilar"
ScotApp_169,Voleu continuar amb la compra?
ScotApp_415,"Recolliu la targeta de fidelitat.\nLa targeta s'ha inserit abans."
ScotApp_1793,Aquesta màquina només accepta targetes de crèdit i dèbit en aquest moment.\nVoleu continuar?
ScotApp_477,"Lliureu els cupons.\nUn cop s'hagi imprès el rebut:\n-- Recolliu els articles.\n-- Dirigiu-vos a la zona de caixes amb el rebut i els cupons."
ScotApp_177,Compra sencera cancel·lada. Retireu tots els articles.
ScotApp_656,Retireu <%s>.\nEl personal de la botiga us ajudarà.
ScotApp_1709,"No inseriu bitllets o monedes en aquest moment.\nRecolliu el canvi retornat.\nEls bitllets es dipositen sota l'escàner."
ScotApp_435,"Seleccioneu el tipus de benefici.\nSi voleu utilitzar els cupons per a aliments, els heu d'usar abans d'altres beneficis."
ScotApp_808,Porteu els articles amb alarmes de seguretat al personal perquè les tregui.
ScotApp_294,"Per sol·licitar l'assistència del personal, toqueu el botó «Sol·licitar ajuda»."
ScotApp_1287,"Espereu ...\nS'està comprovant el pes de l'article."
ScotApp_525,PIN incorrecte introduït.\nRetireu la targeta i...\nIntroduïu una altra targeta  -o-\nPagueu en efectiu
ScotApp_480,"Toqueu «OK», després agafeu el rebut de la transacció i els articles i dirigiu-vos al personal de caixa."
ScotApp_1751,"S'ha superat el pes màxim permès.\nRetireu els articles de la balança de bosses"
ScotApp_175,"Voleu eliminar-lo\n""%s""\ndel rebut?"
ScotApp_1746,"El servidor d'empremtes dactilars no està disponible.\nIntenteu-ho de nou."
ScotApp_1839,"Espereu fins que vingui el personal de caixa.\nNo escanegeu en aquest moment.Retireu l'article."
ScotApp_501,"Signeu el rebut i espereu l'autorització de l'establiment."
ScotApp_414,Recolliu la targeta de fidelitat.\nNo es poden aplicar descomptes a la vostra compra actual. Se us enviaran per correu.
ScotApp_563,"S'ha produït un error en inicialitzar Hard Totals.\nL'aplicació es tancarà ara."
ScotApp_263,"No es pot anul·lar l'article fins que no s'anul·li el cupó. \nAnul·leu primer el cupó de l'article."
ScotApp_800,Reviseu el vostre cistell.\n\nEscanegeu ara els articles addicionals o\nToqueu «OK» per pagar.
ScotApp_134,Autorització en curs.\nEspereu.
ScotApp_620,Introduir tolerància
ScotApp_161,%s\nUtilitzeu el teclat per introduir la quantitat i toqueu «OK».
ScotApp_440,El saldo del benefici en efectiu és inferior al necessari.\nVoleu aplicar el saldo romanent del benefici en efectiu de %s a aquesta compra?
ScotApp_184,%s se us carregarà al compte.
ScotApp_274,"No inseriu efectiu en aquest moment.\nRecolliu l'efectiu."
ScotApp_1744,"El dispositiu no ha pogut reconèixer l'empremta dactilar.\nIntenteu-ho de nou."
ScotApp_160,"L'article ha estat retirat.\nDe seguida us atendran.\nRetireu l'article i continueu amb la compra."
ScotApp_1795,O restringiu a «Només targetes».
ScotApp_159,"Es desconeix el preu de l'article.\nDe seguida us atendran.\nRetireu l'article i continueu amb la compra."
ScotApp_458,Seleccioneu el tipus de benefici.\nEls cupons per a aliments no es poden utilitzar en aquesta compra.
ScotApp_1329,"Espereu ...\nS'està comprovant el pes de l'article.\nS'està comprovant el pes de l'article.."
ScotApp_407,Error en llegir la targeta.\n*  Intenteu-ho amb una altra targeta\n   -o-\n*  Sol·liciteu ajuda
ScotApp_706,"El saldo del cupó per a aliments és inferior al total d'aquesta compra.\nToqueu «OK» per utilitzar un mètode de pagament diferent."
ScotApp_606,Suprimiu entrades de pes
ScotApp_906,Recolliu els articles
ScotApp_705,"El saldo del benefici en efectiu és inferior al total d'aquesta compra.\nToqueu «OK» per utilitzar un mètode de pagament diferent."
ScotApp_605,Afegiu entrada de pes
ScotApp_405,Error en llegir la targeta.\n*  Intenteu-ho amb una altra targeta\n   -o-\n*  Pagueu en efectiu\n   -o-\n*  Sol·liciteu ajuda
ScotApp_491,Recolliu la targeta.
ScotApp_818,Espereu el personal de caixa.\nEs requereix assistència per:
ScotApp_1796,O restringiu a «Només efectiu».
ScotApp_438,El saldo del vostre cupó per a aliments és inferior al necessari.\nVoleu aplicar el saldo romanent del benefici del cupó per a aliments de %s a aquesta compra?
ScotApp_1596,Voleu desar %s com el vostre idioma preferit a la %s?\nSeleccioneu «Sí» o «No».
ScotApp_766,%s es carregarà al vostre compte.
ScotApp_166,De seguida us atendran.\nContinueu amb la compra.
ScotApp_413,"Recolliu la targeta de fidelitat.\nS'aplicaran preus rebaixats."
ScotApp_1797,"L'acció correctiva no ha solucionat l'error.\nTorneu-ho a intentar o restringiu a «Només efectiu»."
ScotApp_178,"Espereu l'autorització de l'establiment.\nEs requereix autorització per:"
ScotApp_790,La targeta ha estat rebutjada.\nSeleccioneu un mètode de pagament diferent.
ScotApp_1794,Aquesta màquina només accepta efectiu en aquest moment.\nNo es pot processar cap crèdit o dèbit.\nVoleu continuar?
ScotApp_412,"Aquest article farà que la vostra compra superi %s.\nPagueu ara i compreu la resta d'articles de forma separada."
ScotApp_546,"No teniu l'edat mínima per comprar aquest article.\nRetireu l'article i continueu amb la compra."
ScotApp_553,"Els cupons s'accepten al final de la compra.\nRetireu-los i continueu."
ScotApp_211,Processant...\nEspereu.
ScotApp_1400,Assistent remot
ScotApp_1754,Les lletres no concorden amb cap article.\nIntenteu-ho de nou.
ScotApp_1859,Esteu comprant una caixa sencera de %s? Seleccioneu «Sí» o «No».
ScotApp_533,"No podeu comprar aquest article en aquest moment.\nRetireu l'article i continueu amb la compra."
ScotApp_1763,e=d=%5.3fkg Màx. %5.3f kg mín. %3.1f kg Nmax %4.0f
ScotApp_1762,e=d=%4.2flb Màx. %4.2f lb mín. %3.1f lb Nmax %4.0f
ScotApp_1764,e = d = %4.2f lb Max %4.2f lb Min %3.1f lb Nmax %4.0f
ScotApp_1765,e = d = %5.3f kg Max %5.3f kg Min %3.1f kg Nmax %4.0f
ScotApp_305,"Seleccioneu l'envàs per: %s"
ScotApp_703,Utilitzeu el teclat de PIN. Premeu «Cancel·lar» al teclat de PIN per cancel·lar el pagament.
ScotApp_125,Introduïu la data de naixement del client %s\i toqueu «Autoritzar».
ScotApp_1853,Introduïu la data de naixement del client %s\i toqueu «Entrar».
ScotApp_654,"La data ha d'estar en format %s.Valor introduït: %s"
ScotApp_560,Aquest sistema no accepta cupons.
ScotApp_1788,"És %d correcte?\n\nS'afegirà un càrrec per bossa de %s al total."
ScotApp_1358,"L'import de %s de la targeta regal s'ha aplicat a la compra.\n\nEl saldo de la targeta regal és %s."
ScotApp_167,El cupó no concorda amb cap article comprat.\n\nNo es pot acceptar aquest cupó.
ScotApp_164,"El sistema no reconeix el codi d'aquest article.\n\nComproveu que heu introduït el número correcte."
ScotApp_547,"Número d'agent o contrasenya incorrectes.\n\nIntenteu-ho de nou."
ScotApp_442,%s de la compra es pot pagar amb els cupons per a aliments.\n\n%s
ScotApp_443,%s es carregarà al vostre compte.\n\nÉs correcte?
ScotApp_700,"L'article no es pot vendre en aquest carril.\nDe seguida us atendran.\n\nRetireu l'article i continueu amb la compra."
ScotApp_165,"El sistema no reconeix aquest article.\nDe seguida us atendran.\n\nRetireu l'article i continueu amb la compra."
ScotApp_182,"L'import que heu introduït per aquest cupó és massa elevat.\n\nEl sistema no pot acceptar aquest cupó."
ScotApp_733,Targeta rebutjada.\nUtilitzeu una targeta diferent o pagueu en efectiu.
ScotApp_812,Gràcies per utilitzar NCR SelfServ Checkout.\nPorteu la targeta regal al personal de caixa.
ScotApp_1826,Voleu desar les vostres preferències a la Targeta de fidelitat?
ScotApp_1852,"Retireu l'article cancel·lat de la zona d'embossar."
QRCodeErrorText,QR Code Error
ScanQRCodeInstruction,Scan this code to complete\nyour Mobile shopping.
ScotApp_1896,Transferring items from mobile cart.
ScotApp_1897,Espereu...
ScotApp_1898,Mobile Cart
ScotApp_1899,Mobile Audit
ScotApp_1900,Mobile Shopper Audit
ScotApp_1901,"Touch ""OK"" then use Attendant Handset to complete audit."
ScotApp_1902,Begin Mobile Transaction
ScotApp_1903,End Mobile Transaction
ScotApp_1904,%d Items Sold
ScotApp_1905,Scan barcode to complete your Mobile checkout.
ScotApp_1906,Mobile cart transfer is complete.
ScotApp_1907,\nTouch Pay or add more items.
MoveLeft,< Move
MoveRight,Move >
Accessibility,Accessibility
SearchItemCodeWatermark,Enter Item Code
ScanAndBagNoSearchKeyIn,Scan or look up item to start
ScanLookUpKeyInItem,"Scan, look up, or key in item code to start."
LookUpKeyInItem,Look up or Key in Item
ScanOrKeyInItem,Scan or Key in Item
RemoveItemFromProduceScale,Remove item from scale.
RemoveItemFromProduceScaleTitle,Remove Item
